date: 2018-11-27 ; title: 奉节县朱衣镇三塘村农村移民安置区精准帮扶项目中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181127/a32908eb-f84e-4c86-9ca5-d8847f807d99.html
date: 2017-12-28 ; title: 重庆万州长江二桥南桥头绿化景观工程-管理处及配套建筑、儿童广场及配套建筑、南山茶室 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/37f84d78-754e-4c98-8d0c-7bd8f83bd052.html
date: 2017-12-28 ; title: 万州区太白岩至金龙排洪沟工程—B线 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/ff18faa4-c99e-42ec-b9dc-4e4808cb433f.html
date: 2017-12-27 ; title: 綦江区桥河小河流防洪排涝工程（一期）施工监理中标结果公告 ; location: 綦江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/c5c2a6ff-c865-4e5c-8bcf-f7587ecc3db6.html
date: 2017-12-27 ; title: 涪陵区白涛街道崇山撤并村道路硬化工程（檬子村）中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/7c82395d-87d2-401c-8584-2d3e23b0947f.html
date: 2017-12-27 ; title: 涪陵区百胜镇2017年农村公路花地、大石村优选路畅通工程中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/57323bad-64cc-44de-b4bc-29e2f003f3ab.html
date: 2017-12-27 ; title: 涪陵区百胜镇2017年农村公路撤并村通畅工程【河田村（七里村）优选路】中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/e969e11c-6375-4cef-bf8e-db98304d2413.html
date: 2017-12-27 ; title: 半岛.驿站门窗、栏杆及外墙装饰工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/36cb1e01-83a1-48af-b33a-b5027edbd9a9.html
date: 2017-12-29 ; title: 城北丰乐、镇东街道及盛山社区排污管网改造工程（二期）中标结果公告 ; location: 开县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/aec5b3a7-1296-4e12-a9fe-1077f44921c5.html
date: 2017-12-29 ; title: 三义乡小坝村自来水厂新建工程中标结果公告 ; location: 彭水县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/8362521d-793b-4569-a03a-84dd6efd726e.html
date: 2017-12-29 ; title: 万州区瀼渡镇龙井居民点护坡整治工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/9596dfd7-63b8-429d-a96c-8565488c3feb.html
date: 2017-12-29 ; title: 重庆市万州区2017年坡耕地水土流失综合治理工程马跃溪项目区-重庆善果缘农业基地水土保持工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/f843cdf5-71e7-49de-8ebb-6ec0b575645c.html
date: 2017-12-28 ; title: 大渡口区建桥园区跳红路工程监理中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/da5918a5-b4b6-460c-bd22-e2dc056a0e53.html
date: 2017-12-28 ; title: 金泰彩时代项目智能化工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/2a15a19d-2325-4fad-aaf5-2560741284fe.html
date: 2017-12-28 ; title: 曾家岩北延伸穿越内环新增通道工程（一标段）中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/91013c90-70d4-435e-a964-7addeb8ff428.html
date: 2017-12-28 ; title: 五宝功能区供水改造工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/ba81df18-f975-41f5-b114-d364dff353a7.html
date: 2017-12-28 ; title: 开县北部新区基础设施建设工程-滨湖北路大丘段与开县镇安镇、竹溪镇及镇东大丘村污水管网工程(滨湖北路大丘段)监理中标结果公告 ; location: 开县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/db9ad0f7-e1a2-4c2d-a5ec-e882b6bbcdbe.html
date: 2017-12-28 ; title: 江津区鼎山小学新增配电工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/19e7c40b-5b34-436c-ba48-f5ce049c0ff6.html
date: 2017-12-28 ; title: 旺龙村还房安置（一期）工程（第二次）中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/9627020d-e3d6-4aa2-8f94-77082e334056.html
date: 2017-12-28 ; title: 重庆两路寸滩保税港区空港功能区J分区横一路西延伸段道路工程施工中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/a284eb88-6ed5-439c-a271-e8cdec35c870.html
date: 2017-12-28 ; title: 北部新区礼嘉商务区L28路道路及配套工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/a6602f97-a930-4dc6-a703-c176e3de9908.html
date: 2017-12-28 ; title: 寨子路三期工程（第二次）中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/0611fd40-c04e-4047-848e-f41235c7e8a5.html
date: 2017-12-28 ; title: 重庆南开两江学校精装修工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/5ca0eea8-fb45-40fc-acdc-04bca6fb8429.html
date: 2017-12-28 ; title: 长安汽车城乘用车建设项目（H系列五期、NE1系列一期发动机生产能力建设项目）二标段建安工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/558957b1-4df6-486a-b7c5-617a10456340.html
date: 2017-12-28 ; title: 南川新城区北环路延伸路工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/9141e487-d54d-427d-a083-4ffb43b887c0.html
date: 2017-12-28 ; title: 生活垃圾焚烧技术国家地方联合工程研究中心创新能力建设项目 实验室仪器设备采购（一标段）中标结果公告 ; location: 大渡口区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/a95305cb-f823-4178-a557-2390de6c9ea5.html
date: 2017-12-29 ; title: 康安花园公租房E区九年一贯制学校施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/a5737b5b-54a8-4af9-afd2-62a30edd953f.html
date: 2017-12-29 ; title: 渝遂高速公路扩能项目（北碚至铜梁段）初步勘察设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/97846c72-72c2-421b-9edf-dae1fb435269.html
date: 2017-12-29 ; title: 站东路东延伸段工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/3dfdb40e-1942-4214-b3b1-00e4c0739f2a.html
date: 2017-12-29 ; title: 忠县乌杨镇团结村、新立镇青苔村一组等（3）个组、永丰镇东方村、石黄镇三胜村、新立镇青苔村4组等（4）个组、新立镇官坪等（2）个村土地整理项目（六标段） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/afacd829-41b0-4874-9609-1fe0fc4d484a.html
date: 2017-12-29 ; title: 竹溪东路道路工程三期工程（K3+260～K4+823.661）中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/8a34e01c-fb8a-47f4-b5a5-7669ead92815.html
date: 2017-12-29 ; title: 重庆市第九人民医院两江分院土石方工程、重庆市江北中学思源校区工程土石方工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/07ab3060-f257-43a9-b9e5-defe99adf2a0.html
date: 2017-12-29 ; title: 垫江第六中学危改修建教学楼工程中标结果公告 ; location: 垫江县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/9f6afc0c-01d6-45d9-b3f1-75bf0c2a41b7.html
date: 2017-12-29 ; title: 寸滩项目A-34-1-16号地块一期装饰装修工程（6#楼、7#楼、8#楼）中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/b728071c-21ec-449b-b0cb-28f8c0b998ec.html
date: 2017-12-29 ; title: 石船镇关兴场镇综合整治项目(第二次招标)中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/c92dbe8f-1794-45b8-81d4-d45560d4bd77.html
date: 2017-12-29 ; title: 秀山凤凰嘉苑二期电梯采购及安装工程中标结果公告 ; location: 秀山县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/7bcf1b5a-a3d1-4519-937f-b2bb29e30431.html
date: 2017-12-29 ; title: 巫溪县体育馆游泳馆青少年宫项目场平工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/cec5c368-61b9-4365-99e3-64c1c5360128.html
date: 2017-12-29 ; title: 重庆市中医院三期建设项目1400m3 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/372190f6-e5cb-4852-aada-b1ceb66794b7.html
date: 2017-12-29 ; title: 时装小镇停车场、步行道改造等配套建设工程—路灯工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/a742c017-6e9a-4ad6-8289-8acb587990fd.html
date: 2017-12-29 ; title: 环卫修理厂厂房改造项目（第二次）中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/4f56a2ce-9b3c-430a-90bb-d71e4697645f.html
date: 2017-12-29 ; title: 重庆市酉阳县大泉水库（烟草援建水源工程）（五、六标段）中标结果公告 ; location: 酉阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/14f5ceb2-8970-437b-a6e3-9b5c6dc11e41.html
date: 2017-12-29 ; title: 重庆市酉阳县大泉水库（烟草援建水源工程）（五、六标段）中标结果公告 ; location: 酉阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/ea443f75-cab2-47ac-84d5-ce67fe05d915.html
date: 2017-12-29 ; title: 龙门登山步道及林相改造项目中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/04b748ba-6af1-4274-b85a-d00bdc6ff82f.html
date: 2017-12-29 ; title: 重庆市洛碛垃圾焚烧发电厂项目详细勘察 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/77affe2f-dd0f-4d05-8c31-efffee63bf2c.html
date: 2017-12-28 ; title: 红云路道路工程中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/e4a4f640-0ad0-494c-8ea0-527942fd3e0e.html
date: 2017-12-28 ; title: 生活垃圾焚烧技术国家地方联合工程研究中心创新能力建设项目 实验室仪器设备采购（三标段）中标结果公告 ; location: 大渡口区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/546f04ce-43e0-4e29-8d41-b73d625a8518.html
date: 2017-12-28 ; title: 渝北区省道S101龙兴至石船段新改建工程（两江大道北延伸段（石船段）公路工程） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/7e4464db-7bae-4d09-ab17-2ef6a341bd5f.html
date: 2017-12-28 ; title: L37路道路及配套工程（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/c9f72829-9004-4a92-9b97-f2587d929056.html
date: 2017-12-28 ; title: 御临河滨河道路工程(景观工程、照明工程）施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/12dd291f-d3b0-43dc-9d4c-5a0cbf3c3ff9.html
date: 2017-12-28 ; title: 渝北区省道S101石船至统景段新改建工程（两江大道北延伸段（统景段）公路工程） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/c5243a8f-3341-4550-b096-eafed6ad84f1.html
date: 2017-12-28 ; title: 开县天白水库工程大坝枢纽金属结构、电气设备采购及安装工程（第二次） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/b4a06327-65ab-44c9-b6d9-4342c3c47e43.html
date: 2017-12-28 ; title: 荣隆镇中心小学改造附属幼儿园教学用房加固工程中标结果公告 ; location: 荣昌区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/f885a564-41db-4045-ad3f-587389248a3f.html
date: 2017-12-28 ; title: 荣昌区新峰河朱家嘴桥、荷花山庄高架桥项目中标结果公告 ; location: 荣昌区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/088531a2-ab54-4473-a829-f70193d7e140.html
date: 2017-12-28 ; title: 生活垃圾焚烧技术国家地方联合工程研究中心创新能力建设项目 实验室仪器设备采购（二标段）中标结果公告 ; location: 大渡口区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/13673748-546b-4eb8-9168-7877c37659d0.html
date: 2017-12-28 ; title: 荣昌区万堡路改建工程中标结果公告 ; location: 荣昌区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/6c6810ae-2425-48ba-91e4-4089c929db36.html
date: 2017-12-28 ; title: 荣昌区堡尚路改建工程中标结果公告 ; location: 荣昌区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/8f81d5a0-5705-4915-8e86-3d1670323b5e.html
date: 2017-12-28 ; title: 忠县忠州镇胥家垭口拆迁安置房一期环境设施工程（施工)中标结果公告 ; location: 忠县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/69d1604e-d5d2-495d-8af9-119c60292f67.html
date: 2017-12-28 ; title: 重庆市城建档案馆新馆库建设项目建设代理中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/87a6e65b-77a9-456e-8332-42f626758d03.html
date: 2017-12-28 ; title: 机专线沿线房屋景观灯饰工程-翠屏山公园部分（重新招标）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/778bb979-38b1-4c69-8e0c-e69b67a90a2a.html
date: 2017-12-28 ; title: 秀山县平凯街道平建社区七星董组姚家湾不稳定斜坡治理工程中标结果公告 ; location: 秀山县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/cf5d8ac5-49d2-493f-b540-871ee79eae58.html
date: 2017-12-28 ; title: 洛碛移民迁建集镇小区综合帮扶项目（第一批）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/296ceba1-a43c-4ed5-a1d9-1117226b7090.html
date: 2017-12-28 ; title: 双福组团高速路下道口及延伸线南北大道（双庆路-学府路）道路景观升级改造项目中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/c9bced90-4a23-447e-ba70-81b0ccddbf95.html
date: 2017-12-29 ; title: 互联网产业园二期周边市政绿化工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/c8ecf466-25a2-41a5-8832-bab8a43ae9d8.html
date: 2017-12-29 ; title: 人和立交改造工程（一期）绿化工程、L10路、I区3-1#路、O区A路北段、兴业路西段、泰山大道东段、昆仑大道东段道路绿化工程、黃茅坪东路边坡绿化工程监理中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/871889ea-faf8-4753-bb33-4c4af77d768e.html
date: 2017-12-29 ; title: 黔江区桐坪隧道水文地质专项勘察中标结果公告 ; location: 黔江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/875cc806-edae-4a2a-8583-f41c6ec0d3a7.html
date: 2017-12-29 ; title: 黔江区新华中学校学生宿舍楼建设项目中标结果公告 ; location: 黔江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/a7365b9a-7e16-4b31-ab95-e4860782cbf5.html
date: 2017-12-29 ; title: 水滴桥水库周边水系治理工程及园区次干道及支路四期道路工程——W7路延伸段K0+000～K0+140段工程施工中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/865462a9-c7f6-4beb-bc91-cdc809fa2967.html
date: 2017-12-29 ; title: 重庆市黔江区正阳山观景楼景区项目监理中标结果公告 ; location: 黔江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/fc5f15a7-4e7e-4330-a781-c15600a97a92.html
date: 2017-12-29 ; title: 梁平区双桂大道延伸段建设工程监理中标结果公告 ; location: 梁平县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/8a277fbb-3d5d-42da-9f0e-077bb6f54a92.html
date: 2017-12-29 ; title: 丰都县飞龙水库工程可研阶段勘察设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/8e2d083b-8c2b-4cf7-9bad-b0747eebfc6e.html
date: 2017-12-29 ; title: 万达文旅城地块的配套道路工程及综合管廊工程施工图审查招标 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/ce49ed52-4839-481f-9c6d-ac8ca1d1dcf8.html
date: 2017-12-29 ; title: 詹五地块电力线路迁改工程EPC (设计施工一体化)招标 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/e0fd96b3-641d-4286-971c-11ac11e26025.html
date: 2017-12-29 ; title: 重庆市地质灾害应急专用码头工程施工监理 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/05ecb491-6c8b-443c-9d6f-26a025a384db.html
date: 2017-12-29 ; title: L9路西段道路及配套工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/6ffabfa9-d346-4642-a6d3-31df3bf99e78.html
date: 2017-12-29 ; title: 开州区南雅镇双河村土堡寨公路改造工程中标结果公告 ; location: 开县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/ed5faeeb-abcc-47f4-b318-2892da698c55.html
date: 2017-12-29 ; title: 重庆市地质灾害应急专用码头工程施工阶段全过程造价控制服务 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/222839cf-c474-4f0e-81cb-005940099b28.html
date: 2017-12-29 ; title: 重庆渝合高速公路有限公司桥隧保安服务 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/93c8391e-482d-48b1-a833-68330b9fea7e.html
date: 2017-12-29 ; title: 凤中路延伸段拓宽改造工程施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/8bfff8de-6428-4764-9d2c-73cdaa592f06.html
date: 2017-12-29 ; title: 忠县乌杨镇团结村、新立镇青苔村一组等（3）个组、永丰镇东方村、石黄镇三胜村、新立镇青苔村4组等（4）个组、新立镇官坪等（2）个村土地整理项目（五标段） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171229/0f7492dc-48a9-42a2-950a-52c3fec2a1d6.html
